,classification,vocab,pos,def
1291,第四級,cope,動詞,競爭
1292,第四級,copper,形容詞,紅銅色的
1292,第四級,copper,名詞,銅
1293,第一級,copy,動詞,拷貝;抄襲
1293,第一級,copy,名詞,拷貝;副本
1294,第五級,copyright,動詞,為(書籍等)取得版權
1294,第五級,copyright,名詞,版權;著作權
1295,第六級,coral,形容詞,珊瑚的;珊瑚色的
1295,第六級,coral,名詞,珊瑚
1296,第四級,cord,名詞,"細繩,粗線,索"
1297,第五級,core,名詞,果核;精髓;要義
1298,第二級,corn,名詞,玉米
1299,第一級,corner,名詞,角落
1300,第五級,corporate,形容詞,法人(組織)的;團體的;共同的
1301,第五級,corporation,名詞,股份(有限)公司
1302,第六級,corpse,名詞,屍體;殘骸
1303,第一級,correct,形容詞,正確的
1303,第一級,correct,動詞,改正;糾正
1304,第五級,correlation,名詞,相互關係
1305,第四級,correspond,動詞,"符合,一致"
1306,第六級,correspondence,名詞,一致;相對應;通信;(總稱)信件
1307,第五級,correspondent,名詞,通信者;通訊記者
1308,第五級,corridor,名詞,"迴廊,通道"
1309,第五級,corrupt,形容詞,腐敗的;貪污的
1309,第五級,corrupt,動詞,使腐敗;使墮落;賄賂
1310,第五級,corruption,名詞,墮落;腐化;貪污;賄賂
1311,第六級,cosmetic,形容詞,化妝用的;裝飾性的;表面的
1312,第六級,cosmetics,名詞,"化妝品,美容品"
1313,第一級,cost,動詞,花費
1313,第一級,cost,名詞,費用;成本
1314,第三級,costly,形容詞,昂貴的;代價高的
1315,第四級,costume,名詞,"服裝,裝束"
1316,第四級,cottage,名詞,小屋
1317,第三級,cotton,名詞,棉花
1318,第一級,couch,動詞,使躺下;表達;蹲著;埋伏
1318,第一級,couch,名詞,長沙發
1319,第三級,cough,動詞,咳嗽
1319,第三級,cough,名詞,咳嗽
1320,第一級,couldn't,縮短形,could not
1321,第四級,council,名詞,會議
1322,第五級,counsel,動詞,忠告;提議
1322,第五級,counsel,名詞,商議;忠告;法律顧問
1323,第五級,counselor,名詞,顧問;(學生的)輔導員;律師
1324,第一級,count,動詞,計算;數
1324,第一級,count,名詞,計數;計算
1325,第三級,countable,形容詞,可計算的;可數的
1326,第四級,counter,形容詞,相反的;反對的;對立的
1326,第四級,counter,動詞,反對;反擊
1326,第四級,counter,副詞,"反方向地,相反地"
1326,第四級,counter,名詞,櫃臺
1327,第六級,counterpart,名詞,對應的人(或物)
1328,附　錄,Countries and Areas,片語,國家和地區
1329,第一級,country,名詞,國家;鄉下
1330,第二級,countryside,名詞,"鄉間,農村"
1331,第三級,county,名詞,郡
1332,第二級,couple,動詞,連接;結合;成婚;交配
1332,第二級,couple,名詞,一對
1333,第六級,coupon,名詞,回數票;減價優待券
1334,第二級,courage,名詞,勇氣
1335,第四級,courageous,形容詞,"英勇的,勇敢的"
1336,第一級,course,動詞,奔流；奔湧；(用獵犬)追獵;追逐
1336,第一級,course,名詞,課程;科目
1337,第二級,court,名詞,法庭；(網球等的)場地
1338,第五級,courteous,形容詞,有禮貌的
1339,第四級,courtesy,名詞,禮貌
1340,第六級,courtyard,名詞,庭院;天井
1341,第一級,cousin,名詞,表(堂)兄弟姊妹
1342,第一級,cover,動詞,蓋住
1342,第一級,cover,名詞,封面
1343,第五級,coverage,名詞,覆蓋範圍;保險項目;新聞報導
1344,第一級,cow,名詞,母牛
1345,第四級,coward,名詞,"懦夫,膽怯者"
1346,第六級,cowardly,形容詞,膽小的;懦怯的
1347,第二級,cowboy,名詞,牛仔
1348,第六級,cozy,形容詞,舒適的;愜意的
1349,第三級,crab,名詞,螃蟹
1350,第四級,crack,動詞,砸開
1350,第四級,crack,名詞,裂縫;爆裂聲
1351,第六級,crackdown,名詞,堅決的措施;鎮壓;取締
1352,第六級,cracker,名詞,(淡或鹹的)薄脆餅乾;鞭炮
1353,第三級,cradle,動詞,撫育
1353,第三級,cradle,名詞,搖籃
1354,第四級,craft,名詞,"工藝,手藝"
1355,第六級,cram,動詞,把...塞滿;死記硬背
1356,第六級,cramp,動詞,用夾鉗夾緊;限制;約束
1356,第六級,cramp,名詞,抽筋;夾鉗;束縛
1357,第三級,crane,動詞,伸(頸)
1357,第三級,crane,名詞,"起重機,吊車"
1358,第三級,crash,動詞,"碰撞,倒下,墜落"
1358,第三級,crash,名詞,相撞(事故)
1359,第六級,crater,動詞,使成坑
1359,第六級,crater,動詞,形成坑
1359,第六級,crater,名詞,火山口;巨大坑洞
1360,第三級,crawl,動詞,"爬行,蠕動"
1360,第三級,crawl,名詞,緩慢的行進
1361,第二級,crayon,名詞,蠟筆
1362,第一級,crazy,形容詞,古怪的;著迷的
1363,第二級,cream,形容詞,"奶油色的,淡黃色的,乳黃色的"
1363,第二級,cream,名詞,奶油
1364,第二級,create,動詞,創造
1365,第四級,creation,名詞,創造;創作;創立
1366,第三級,creative,形容詞,有創造力(或想像力)的
1367,第四級,creativity,名詞,創造力
1368,第三級,creator,名詞,創造者;創作者
1369,第三級,creature,名詞,生物;動物
1370,第五級,credibility,名詞,可信性;確實性
1371,第六級,credible,形容詞,可信的;可靠的
1372,第三級,credit,動詞,把...記入貸方
1372,第三級,credit,名詞,信用;貸方
1373,第五級,creek,名詞,小河;溪
1374,第四級,creep,動詞,躡手躡足地走
1375,第三級,crew,名詞,全體船員
1376,第三級,cricket,名詞,蟋蟀
1377,第二級,crime,名詞,犯罪
1378,第三級,criminal,形容詞,"犯罪的,犯法的"
1378,第三級,criminal,名詞,罪犯
1379,第五級,cripple,動詞,使成跛子;使殘廢
1379,第五級,cripple,名詞,跛子;殘廢的人
1380,第二級,crisis,名詞,危機;緊急關頭
1381,第三級,crispy,形容詞,酥脆的;清脆的
1382,第五級,criterion,名詞,(判斷、批評的)標準;尺度;準則
1383,第四級,critic,名詞,"批評家,評論家"
1384,第四級,critical,形容詞,"緊要的,關鍵性的,危急的"
1385,第四級,criticism,名詞,批評;評論
1386,第四級,criticize,動詞,批評;批判;苛求
1387,第六級,crocodile,名詞,鱷魚
1388,第三級,crop,動詞,收成
1388,第三級,crop,名詞,作物
1389,第一級,cross,動詞,越過;渡過
1389,第一級,cross,名詞,十字架
1390,第六級,crossing,名詞,"交叉;交叉點,橫穿;雜交"
1391,第二級,crow,名詞,"鴉,烏鴉"
1392,第二級,crowd,動詞,擠滿;聚集
1392,第二級,crowd,名詞,群眾
1393,第三級,crown,動詞,為...加冕
1393,第三級,crown,名詞,王冠
1394,第五級,crucial,形容詞,決定性的;重要的
1395,第五級,crude,形容詞,未經加工的;粗野的;粗糙的
1396,第三級,cruel,形容詞,殘酷的
1397,第四級,cruelty,名詞,"殘酷,殘忍"
1398,第五級,cruise,動詞,巡航;航遊;緩慢巡行
1398,第五級,cruise,名詞,巡航;航遊;巡邏
1399,第四級,crunchy,形容詞,發嘎吱嘎吱聲的;易碎的
1400,第四級,crush,動詞,"壓碎,壓壞"
1400,第四級,crush,名詞,"壓碎,毀壞"
1400,第四級,crush,名詞,迷戀;迷戀的對象
1401,第六級,crutch,名詞,丁形柺杖
1402,第一級,cry,動詞,哭叫
1402,第一級,cry,名詞,叫喊;呼叫;(一陣)哭
1403,第五級,crystal,形容詞,水晶的
1403,第五級,crystal,名詞,水晶
1404,第六級,cub,名詞,幼鯨;牛棚
1405,第四級,cube,動詞,使成立方形;切成小方塊
1405,第四級,cube,名詞,立方體;立方
1406,第六級,cucumber,名詞,"黃瓜,胡瓜"
1407,第四級,cue,動詞,給...暗示
1407,第四級,cue,名詞,"暗示,信號"
1408,第五級,cuisine,名詞,烹飪(法);菜餚
1409,第六級,cultivate,動詞,栽培(作物等);養殖(魚等);培育
1410,第二級,cultural,形容詞,教養的;人文的
1411,第二級,culture,名詞,文化
1412,第六級,cumulative,形容詞,漸增的;蓄積的;累計的
1413,第四級,cunning,形容詞,"狡猾的,奸詐的"
1413,第四級,cunning,名詞,"狡猾,奸詐;靈巧,熟練"
1414,第一級,cup,名詞,杯子
1415,第三級,cupboard,名詞,食櫥;碗櫃
1416,第六級,curb,動詞,控制;遏止;勒住
1416,第六級,curb,名詞,人行道旁的水泥(或石)邊;抑制
1417,第二級,cure,動詞,治癒
1417,第二級,cure,名詞,痊癒
1418,第六級,curfew,名詞,宵禁;戒嚴
1419,第四級,curiosity,名詞,好奇心
1420,第二級,curious,形容詞,好奇的
1421,第四級,curl,動詞,使(頭髮)捲曲
1421,第四級,curl,名詞,"捲毛,捲髮"
1422,第五級,currency,名詞,通貨;貨幣
1423,第二級,current,形容詞,現行的；當前的
1423,第二級,current,名詞,水流;電流
1424,第五級,curriculum,名詞,學校的全部課程
1425,第六級,curry,名詞,咖喱
1426,第四級,curse,動詞,"詛咒,咒罵"
1426,第四級,curse,名詞,咒語;詛咒
1427,第二級,curtain,動詞,"(用簾子)遮掉,隔開"
1427,第二級,curtain,名詞,窗簾;(舞臺上的)幕
1428,第四級,curve,動詞,使彎曲;使成曲線
1428,第四級,curve,名詞,曲線
1429,第四級,cushion,動詞,緩和...的衝擊
1429,第四級,cushion,名詞,墊子;坐墊
1430,第五級,custody,名詞,保管;監護;拘留
1431,第二級,custom,名詞,習俗
1432,第六級,customary,形容詞,習慣上的;按慣例的
1433,第二級,customer,名詞,顧客
1434,第五級,customs,名詞,關稅;報關手續;海關出入境口
1435,第一級,cut,動詞,切割;剪
1435,第一級,cut,名詞,傷口;刻痕;削減;近路;曠課
1436,第一級,cute,形容詞,可愛的
1437,第二級,cycle,動詞,"循環,輪轉"
1437,第二級,cycle,名詞,週期;循環
1438,第六級,cynical,形容詞,憤世嫉俗的;挖苦的
1439,第二級,daily,形容詞,每日的
1439,第二級,daily,副詞,每日
1439,第二級,daily,名詞,日報
1440,第三級,dairy,名詞,牛奶店;牛奶及乳品業
1441,第三級,dam,動詞,"築壩於,築壩攔(水)"
1441,第三級,dam,名詞,水壩
1442,第二級,damage,動詞,損害
1442,第二級,damage,名詞,損害
1443,第四級,damp,形容詞,有濕氣的;潮濕的
1443,第四級,damp,動詞,使潮濕;使沮喪;抑制
1443,第四級,damp,名詞,"濕氣,潮濕"
1444,第一級,dance,動詞,跳舞
1444,第一級,dance,名詞,舞會
1445,第二級,dancer,名詞,舞蹈演員;舞蹈家
1446,第二級,danger,名詞,危險
1447,第一級,dangerous,形容詞,危險的
1448,第三級,dare,動詞,敢;膽敢
1448,第三級,dare,助動詞,敢;竟敢
1449,第一級,dark,形容詞,黑暗的
1449,第一級,dark,名詞,"黑暗,暗處;曖昧;隱晦"
1450,第三級,darling,形容詞,"親愛的,心愛的;寵愛的"
1450,第三級,darling,名詞,心愛的人
1451,第三級,dash,動詞,使(希望等)破滅;使沮喪
1451,第三級,dash,名詞,"急衝,奔跑;破折號"
1452,第二級,data,名詞,"資料,數據"
1453,第三級,database,名詞,資料庫
1454,第一級,date,動詞,約會
1454,第一級,date,名詞,日期
1455,第一級,daughter,名詞,女兒
1456,第三級,dawn,動詞,"破曉, 頓悟"
1456,第三級,dawn,名詞,黎明
1457,第一級,day,名詞,白天;日
1458,附　錄,Days of the Week,片語,星期表格
1459,第六級,dazzle,動詞,使眼花;使驚羨
1459,第六級,dazzle,名詞,耀眼的光;令人讚歎的東西
1460,第一級,dead,形容詞,死的
1461,第四級,deadline,名詞,最後限期
1462,第五級,deadly,形容詞,"致命的,致死的;非常的,極度的"
1462,第五級,deadly,副詞,"死一般地;非常,極度地"
1463,第二級,deaf,形容詞,聾的
1464,第六級,deafen,動詞,使聾;淹沒(聲音)
1465,第一級,deal,動詞,處理;對付;對待[(+with)]
1465,第一級,deal,名詞,交易
1466,第三級,dealer,名詞,業者;商人;發牌者
1467,第一級,dear,形容詞,親愛的
1467,第一級,dear,副詞,"疼愛地;高價地,昂貴地"
1467,第一級,dear,名詞,(常作稱呼)親愛的(人)
1468,第一級,death,名詞,死亡
1469,第二級,debate,動詞,辯論
1469,第二級,debate,名詞,辯論
1470,第五級,debris,名詞,殘骸;破瓦殘礫;垃圾
1471,第二級,debt,名詞,"債,借款"
1472,第五級,debut,名詞,首次露面(社交界);初次登臺
1473,附　錄,Dec.,縮寫,十二月 (December)
1474,第三級,decade,名詞,十;十年
1475,第五級,decay,動詞,腐朽;衰退
1475,第五級,decay,名詞,腐爛;蛀牙
1476,第五級,deceive,動詞,"欺騙,蒙蔽"
1477,附　錄,December,名詞,十二月
1478,第五級,decent,形容詞,正派的;體面的;像樣的
1479,第一級,decide,動詞,決定
1480,第二級,decision,名詞,決定
1481,第六級,decisive,形容詞,決定性的;確定的;果斷的
1482,第三級,deck,名詞,"(船的) 艙面,甲板;(紙牌的)一副"
1483,第五級,declaration,名詞,"宣佈,宣告;宣言,聲明"
1484,第四級,declare,動詞,"宣佈,宣告"
1485,第五級,decline,動詞,"下降,下跌,衰退,婉拒,謝絕"
1485,第五級,decline,名詞,下降;減少;衰退;傾斜
1486,第三級,decorate,動詞,佈置
1487,第四級,decoration,名詞,"裝飾,裝潢"
1488,第三級,decrease,動詞,減少
1488,第三級,decrease,名詞,"減少,減小;減少額,減小量"
1489,第五級,dedicate,動詞,奉獻;獻身於;舉行落成典禮
1490,第六級,dedication,名詞,奉獻;揭幕儀式;獻身
1491,第六級,deduct,動詞,扣除;減除
1492,第三級,deed,名詞,契據;證書
1493,第六級,deem,動詞,認為;視作
1494,第一級,deep,形容詞,深的
1494,第一級,deep,副詞,深深地
1495,第三級,deepen,動詞,使加深;使強烈;使變濃
1496,第二級,deer,名詞,鹿
1497,第六級,default,動詞,不履行;拖欠;棄權
1497,第六級,default,名詞,不履行;違約;棄權;系統默認值
1498,第四級,defeat,動詞,"戰勝,擊敗"
1498,第四級,defeat,名詞,"失敗,戰敗,挫折"
1499,第六級,defect,動詞,逃跑;脫離;背叛
1499,第六級,defect,名詞,缺點;缺陷;不足之處
1500,第四級,defend,動詞,防禦;保衛;保護
1501,第五級,defendant,名詞,被告
1502,第四級,defense,名詞,"防禦,保衛,防護"
1503,第四級,defensible,形容詞,可防禦的;可辯護的
1504,第四級,defensive,形容詞,防禦的
1505,第六級,defiance,名詞,反抗;蔑視;挑戰
1506,第五級,deficit,名詞,不足額;赤字
1507,第一級,define,動詞,"解釋,給...下定義"
1508,第四級,definite,形容詞,"明確的,確切的"
1509,第三級,definition,名詞,定義;釋義
1510,第六級,definitive,形容詞,明確的;決定性的
1511,第五級,defy,動詞,公然反抗
1512,第二級,degree,名詞,程度
1513,第二級,delay,動詞,延緩;使延期
1513,第二級,delay,名詞,延遲;耽擱
1514,第五級,delegate,動詞,委派...為代表
1514,第五級,delegate,名詞,代表;會議代表
1515,第五級,delegation,名詞,授權;代表團
1516,第五級,deliberate,形容詞,深思熟慮的;蓄意的
1516,第五級,deliberate,動詞,仔細考慮;商議
1517,第四級,delicate,形容詞,易碎的;嬌貴的；輕柔的
1518,第二級,delicious,形容詞,好吃的
1519,第四級,delight,動詞,使高興
1519,第四級,delight,名詞,"欣喜,愉快"
1520,第四級,delightful,形容詞,"令人愉快的,令人高興的"
1521,第二級,deliver,動詞,"遞送;發表,講;給……接生"
1522,第二級,delivery,名詞,"投遞,傳送"
1523,第四級,demand,動詞,"強烈要求,請求"
1523,第四級,demand,名詞,"要求,堅決的請求"
1524,第三級,democracy,名詞,民主
1525,第五級,democrat,名詞,民主主義者
1526,第三級,democratic,形容詞,有民主精神的
1527,第四級,demonstrate,動詞,"示範操作(產品),展示"
1528,第四級,demonstration,名詞,實地示範
